"","RTIID","GID","JURISID","COUNTY","NAME","YEAR","CITY","STATE","ZIP","STATEFIPS","CNTYCODE","STRATUM","FINALWT","DESIGNWT","CLASS","STATUS","CONFPOPJUNE","CONFPOPJUNE_FLAG","CONFPOP","CONFPOP_FLAG","NCONPOP","NCONPOP_FLAG","TOTPOP","TOTPOP_FLAG","WEEK","WEEK_FLAG","WEEKN","WEEKN_FLAG","NONCITZ","NONCITZ_FLAG","ADULTM","ADULTM_FLAG","ADULTF","ADULTF_FLAG","JUVM","JUVM_FLAG","JUVF","JUVF_FLAG","TOTGENDER","TOTGENDER_FLAG","ADLTJUV","ADLTJUV_FLAG","CONV","CONV_FLAG","UNCONV","UNCONV_FLAG","TOTCONVSTATUS","TOTCONVSTATUS_FLAG","FELONY","FELONY_FLAG","MISD","MISD_FLAG","OTHEROFFSPEC","OTHEROFF","OTHEROFF_FLAG","TOTOFF","TOTOFF_FLAG","WHITE","WHITE_FLAG","BLACK","BLACK_FLAG","HISP","HISP_FLAG","AIAN","AIAN_FLAG","ASIAN","ASIAN_FLAG","NHOPI","NHOPI_FLAG","TWORACE","TWORACE_FLAG","OTHERRACESPEC","OTHERRACE","OTHERRACE_FLAG","RACEDK","RACEDK_FLAG","RACETOTAL","RACETOTAL_FLAG","MARSHALS","MARSHALS_FLAG","BOP","BOP_FLAG","ICE","ICE_FLAG","BIA","BIA_FLAG","OTHERFEDSPEC","OTHERFED","OTHERFED_FLAG","INSTATEPRIS","INSTATEPRIS_FLAG","OUTSTATEPRIS","OUTSTATEPRIS_FLAG","TRIBAL","TRIBAL_FLAG","INSTATEJAIL","INSTATEJAIL_FLAG","OUTSTATEJAIL","OUTSTATEJAIL_FLAG","OTHERHOLDTOT","OTHERHOLDTOT_FLAG","PEAKDATE","PEAKPOP","PEAKPOP_FLAG","ADPM","ADPM_FLAG","ADPF","ADPF_FLAG","ADP","ADP_FLAG","RATED","RATED_FLAG","ADMISM","ADMISM_FLAG","ADMISF","ADMISF_FLAG","ADMIS","ADMIS_FLAG","RELEASEM","RELEASEM_FLAG","RELEASEF","RELEASEF_FLAG","RELEASE","RELEASE_FLAG","EMONITOR","EMONITOR_FLAG","HOMEDETN","HOMEDETN_FLAG","COMMSRV","COMMSRV_FLAG","DAYREPORT","DAYREPORT_FLAG","PRETRIAL","PRETRIAL_FLAG","ALTWORK","ALTWORK_FLAG","TREATMENT","TREATMENT_FLAG","OTRNONCONFSPEC","OTRNONCONF","OTRNONCONF_FLAG","NONCONFD","NONCONFD_FLAG","CORRSTAFF","CORRSTAFF_FLAG","CORRSTAFFM","CORRSTAFFM_FLAG","CORRSTAFFF","CORRSTAFFF_FLAG","OTHERSTAFF","OTHERSTAFF_FLAG","OTHERSTAFFM","OTHERSTAFFM_FLAG","OTHERSTAFFF","OTHERSTAFFF_FLAG","TOTALSTAFF","TOTALSTAFF_FLAG"
"364",10957072,"191056054062000000000","191056054","UNION PARISH                                                                ","UNION PARISH DETENTION CENTER                                                                       ",2016,"FARMERVILLE             ","(19) LA","71241     ","22","22111","(07) 7: 227 =< adp < 750 & juv = 0",1.30404508,1.27884614,17,"(1) Respondent",272,"(0) Reported",309,"(0) Reported",4,"(0) Reported",313,"(0) Reported","(0) No","(0) Reported",NA,NA,1,"(0) Reported",289,"(0) Reported",20,"(0) Reported",0,"(0) Reported",0,"(0) Reported",309,"(0) Reported",0,"(0) Reported",193,"(0) Reported",116,"(0) Reported",309,"(0) Reported",193,"(0) Reported",116,"(0) Reported","                                                  ",0,"(0) Reported",309,"(0) Reported",128,"(0) Reported",180,"(0) Reported",1,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",0,"(0) Reported",309,"(0) Reported",0,"(0) Reported",0,"(0) Reported",1,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",30,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",31,"(0) Reported",30,313,"(0) Reported",281,"(1) Estimated by respondent",12,"(1) Estimated by respondent",293,"(1) Estimated by respondent",350,"(1) Estimated by respondent",953,"(0) Reported",307,"(0) Reported",1260,"(0) Reported",861,"(0) Reported",307,"(0) Reported",1168,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",4,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",4,"(0) Reported",43,"(0) Reported",26,"(0) Reported",17,"(0) Reported",25,"(0) Reported",12,"(0) Reported",13,"(0) Reported",68,"(0) Reported"
"365",10957075,"191059057062000000000","191059057","WASHINGTON PARISH                                                           ","WASHINGTON PARISH SHERIFF'S OFFICE                                                                  ",2016,"FRANKLINTON             ","(19) LA","70438     ","22","22117","(03) 3: 141 =< adp < 264 & juv >0",5.22222201,4.69999981,14,"(1) Respondent",182,"(1) Estimated by respondent",175,"(0) Reported",0,"(0) Reported",175,"(0) Reported","(0) No","(0) Reported",NA,NA,1,"(0) Reported",119,"(0) Reported",55,"(0) Reported",1,"(0) Reported",0,"(0) Reported",175,"(0) Reported",0,"(0) Reported",11,"(0) Reported",164,"(0) Reported",175,"(0) Reported",145,"(0) Reported",30,"(0) Reported","                                                  ",0,"(0) Reported",175,"(0) Reported",59,"(0) Reported",115,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",1,"(0) Reported",175,"(0) Reported",0,"(0) Reported",0,"(0) Reported",1,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",10,"(0) Reported",2,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",13,"(0) Reported",18,182,"(0) Reported",130,"(0) Reported",35,"(0) Reported",165,"(0) Reported",172,"(0) Reported",530,"(0) Reported",170,"(0) Reported",700,"(0) Reported",480,"(0) Reported",129,"(0) Reported",609,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",19,"(0) Reported",10,"(0) Reported",9,"(0) Reported",5,"(0) Reported",2,"(0) Reported",3,"(0) Reported",24,"(0) Reported"
"366",10957076,"191060058060000008300","191060058","WEBSTER PARISH                                                              ","WEBSTER PARISH SHERIFFS OFFICE                                                                      ",2016,"MINDEN                  ","(19) LA","71055     ","22","22119","(07) 7: 227 =< adp < 750 & juv = 0",1.30404508,1.27884614,17,"(1) Respondent",310,"(1) Estimated by respondent",310,"(1) Estimated by respondent",0,"(1) Estimated by respondent",310,"(1) Estimated by respondent","(0) No","(0) Reported",NA,NA,6,"(1) Estimated by respondent",252,"(1) Estimated by respondent",58,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",310,"(1) Estimated by respondent",0,"(0) Reported",237,"(1) Estimated by respondent",73,"(1) Estimated by respondent",310,"(1) Estimated by respondent",160,"(1) Estimated by respondent",150,"(1) Estimated by respondent","                                                  ",0,"(0) Reported",310,"(1) Estimated by respondent",82,"(1) Estimated by respondent",225,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",3,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",0,"(0) Reported",310,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",310,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",310,"(0) Reported",31,310,"(1) Estimated by respondent",252,"(1) Estimated by respondent",58,"(0) Reported",310,"(1) Estimated by respondent",505,"(1) Estimated by respondent",1191,"(1) Estimated by respondent",269,"(1) Estimated by respondent",1460,"(0) Reported",1000,"(1) Estimated by respondent",661,"(1) Estimated by respondent",1661,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(1) Estimated by respondent",63,"(0) Reported",46,"(0) Reported",17,"(0) Reported",8,"(0) Reported",2,"(0) Reported",6,"(0) Reported",71,"(0) Reported"
"367",10951186,"192017002060100000000","192017002","EAST BATON ROUGE PARISH                                                     ","EAST BATON ROUGE PARISH SHERIFFS OFFICE                                                             ",2016,"BATON ROUGE             ","(19) LA","70807     ","22","22033","(01) 1: certainty jails: large jails and california jails",1.0546875,1,7,"(1) Respondent",1486,"(0) Reported",1399,"(1) Estimated by respondent",0,"(0) Reported",1399,"(0) Reported","(1) Yes","(0) Reported",0,"(0) Reported",0,"(0) Reported",1195,"(0) Reported",177,"(0) Reported",27,"(0) Reported",0,"(0) Reported",1399,"(1) Estimated by respondent",27,"(0) Reported",139,"(0) Reported",1260,"(0) Reported",1399,"(1) Estimated by respondent",840,"(0) Reported",559,"(0) Reported","                                                  ",0,"(0) Reported",1399,"(1) Estimated by respondent",309,"(0) Reported",1055,"(0) Reported",33,"(0) Reported",0,"(0) Reported",2,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",0,"(0) Reported",1399,"(1) Estimated by respondent",5,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",106,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",111,"(0) Reported",1,1415,"(0) Reported",1245,"(0) Reported",182,"(0) Reported",1427,"(0) Reported",1594,"(0) Reported",12150,"(0) Reported",3616,"(0) Reported",15766,"(0) Reported",12476,"(0) Reported",3726,"(0) Reported",16202,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",304,"(0) Reported",248,"(0) Reported",56,"(0) Reported",18,"(0) Reported",5,"(0) Reported",13,"(0) Reported",322,"(0) Reported"
"368",10957091,"192028004061000000000","192028004","LAFAYETTE PARISH                                                            ","LAFAYETTE PARISH SHERIFFS OFFICE                                                                    ",2016,"LAFAYETTE               ","(19) LA","70501     ","22","22055","(01) 1: certainty jails: large jails and california jails",1.05357143,1,8,"(1) Respondent",734,"(0) Reported",738,"(0) Reported",0,"(0) Reported",738,"(0) Reported","(1) Yes","(0) Reported",0,"(0) Reported",5,"(0) Reported",658,"(1) Estimated by respondent",74,"(1) Estimated by respondent",5,"(1) Estimated by respondent",1,"(1) Estimated by respondent",738,"(0) Reported",0,"(0) Reported",377,"(0) Reported",361,"(0) Reported",738,"(0) Reported",479,"(3) Item imputed",259,"(3) Item imputed","                                                  ",0,"(3) Item imputed",738,"(0) Reported",308,"(0) Reported",428,"(0) Reported",2,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",0,"(0) Reported",738,"(0) Reported",5,"(1) Estimated by respondent",0,"(3) Item imputed",0,"(3) Item imputed",0,"(3) Item imputed","                                 ",0,"(3) Item imputed",0,"(3) Item imputed",0,"(3) Item imputed",0,"(3) Item imputed",4,"(3) Item imputed",0,"(3) Item imputed",9,"(3) Item imputed",7,789,"(1) Estimated by respondent",664,"(1) Estimated by respondent",100,"(1) Estimated by respondent",764,"(0) Reported",954,"(0) Reported",11937,"(1) Estimated by respondent",898,"(1) Estimated by respondent",12835,"(0) Reported",11230,"(1) Estimated by respondent",847,"(1) Estimated by respondent",12077,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",124,"(0) Reported",77,"(0) Reported",47,"(0) Reported",87,"(0) Reported",12,"(0) Reported",75,"(0) Reported",211,"(0) Reported"
"369",10951192,"192036001061000000000","192036001","ORLEANS PARISH                                                              ","ORLEANS PARISH SHERIFF'S OFFICE                                                                     ",2016,"NEW ORLEANS             ","(19) LA","70119     ","22","22071","(01) 1: certainty jails: large jails and california jails",1.0546875,1,7,"(1) Respondent",1557,"(0) Reported",1520,"(0) Reported",75,"(0) Reported",1595,"(0) Reported","(1) Yes","(0) Reported",12,"(0) Reported",0,"(0) Reported",1376,"(0) Reported",130,"(0) Reported",13,"(0) Reported",1,"(0) Reported",1520,"(0) Reported",14,"(0) Reported",212,"(0) Reported",1308,"(0) Reported",1520,"(0) Reported",1221,"(0) Reported",299,"(0) Reported","                                                  ",0,"(0) Reported",1520,"(0) Reported",195,"(0) Reported",1317,"(0) Reported",4,"(0) Reported",0,"(0) Reported",4,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",0,"(0) Reported",1520,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",8,1615,"(0) Reported",1758,"(0) Reported",176,"(0) Reported",1934,"(0) Reported",1438,"(0) Reported",13391,"(0) Reported",3745,"(0) Reported",17136,"(0) Reported",13673,"(0) Reported",3782,"(0) Reported",17455,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",75,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",75,"(0) Reported",500,"(0) Reported",220,"(0) Reported",280,"(0) Reported",222,"(0) Reported",129,"(0) Reported",93,"(0) Reported",722,"(0) Reported"
"370",10957100,"192055001061000000000","192055001","TERREBONNE PARISH                                                           ","TERREBONNE PARISH CRIMINAL JUSTICE COMPLEX                                                          ",2016,"HOUMA                   ","(19) LA","70363     ","22","22109","(01) 1: certainty jails: large jails and california jails",1.05357143,1,8,"(1) Respondent",734,"(0) Reported",692,"(0) Reported",0,"(0) Reported",692,"(0) Reported","(0) No","(0) Reported",NA,NA,0,"(1) Estimated by respondent",608,"(0) Reported",73,"(0) Reported",11,"(0) Reported",0,"(0) Reported",692,"(0) Reported",11,"(0) Reported",219,"(0) Reported",473,"(0) Reported",692,"(0) Reported",682,"(0) Reported",10,"(1) Estimated by respondent","                                                  ",0,"(0) Reported",692,"(0) Reported",336,"(0) Reported",318,"(0) Reported",23,"(0) Reported",15,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",0,"(0) Reported",692,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(1) Estimated by respondent",0,"(0) Reported","                                 ",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",9,711,"(0) Reported",610,"(1) Estimated by respondent",90,"(1) Estimated by respondent",700,"(1) Estimated by respondent",680,"(0) Reported",4040,"(1) Estimated by respondent",1450,"(1) Estimated by respondent",5490,"(1) Estimated by respondent",2274,"(1) Estimated by respondent",2000,"(1) Estimated by respondent",4274,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",107,"(1) Estimated by respondent",69,"(1) Estimated by respondent",38,"(1) Estimated by respondent",18,"(1) Estimated by respondent",4,"(1) Estimated by respondent",14,"(1) Estimated by respondent",125,"(1) Estimated by respondent"
"371",10958845,"198037901061000000000","198037901","OUACHITA PARISH                                                             ","RICHWOOD CORRECTIONAL CENTER                                                                        ",2016,"RICHWOOD                ","(19) LA","71202     ","22","22073","(01) 1: certainty jails: large jails and california jails",1.0546875,1,7,"(1) Respondent",925,"(0) Reported",902,"(0) Reported",0,"(0) Reported",902,"(0) Reported","(0) No","(0) Reported",NA,NA,0,"(0) Reported",902,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",902,"(0) Reported",0,"(0) Reported",862,"(0) Reported",40,"(0) Reported",902,"(0) Reported",862,"(0) Reported",40,"(0) Reported","                                                  ",0,"(0) Reported",902,"(0) Reported",309,"(0) Reported",593,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",0,"(0) Reported",902,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",31,902,"(0) Reported",871,"(1) Estimated by respondent",0,"(0) Reported",871,"(1) Estimated by respondent",1127,"(0) Reported",3692,"(1) Estimated by respondent",0,"(0) Reported",3692,"(1) Estimated by respondent",628,"(1) Estimated by respondent",0,"(0) Reported",628,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",90,"(1) Estimated by respondent",55,"(1) Estimated by respondent",35,"(1) Estimated by respondent",34,"(1) Estimated by respondent",16,"(1) Estimated by respondent",18,"(1) Estimated by respondent",124,"(0) Reported"
"372",10957060,"198042040061000000000","198042040","RICHLAND PARISH                                                             ","Richland Parish Sheriff's Office                                                                    ",2016,"RAYVILLE                ","(19) LA","71269     ","22","22083","(01) 1: certainty jails: large jails and california jails",1.05357143,1,8,"(1) Respondent",569,"(0) Reported",695,"(0) Reported",0,"(0) Reported",695,"(0) Reported","(1) Yes","(0) Reported",0,"(1) Estimated by respondent",5,"(1) Estimated by respondent",387,"(0) Reported",307,"(0) Reported",0,"(0) Reported",1,"(0) Reported",695,"(0) Reported",1,"(1) Estimated by respondent",435,"(1) Estimated by respondent",260,"(1) Estimated by respondent",695,"(0) Reported",483,"(1) Estimated by respondent",170,"(1) Estimated by respondent","Federal                                           ",42,"(1) Estimated by respondent",695,"(2) Adjusted for consistency ",406,"(1) Estimated by respondent",262,"(1) Estimated by respondent",12,"(1) Estimated by respondent",2,"(1) Estimated by respondent",2,"(1) Estimated by respondent",1,"(1) Estimated by respondent",10,"(1) Estimated by respondent","                                   ",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",695,"(0) Reported",6,"(1) Estimated by respondent",2,"(1) Estimated by respondent",2,"(1) Estimated by respondent",0,"(1) Estimated by respondent","                                 ",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",10,"(1) Estimated by respondent",31,695,"(1) Estimated by respondent",280,"(1) Estimated by respondent",240,"(1) Estimated by respondent",520,"(1) Estimated by respondent",757,"(1) Estimated by respondent",720,"(1) Estimated by respondent",550,"(1) Estimated by respondent",1270,"(1) Estimated by respondent",530,"(1) Estimated by respondent",350,"(1) Estimated by respondent",880,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",48,"(1) Estimated by respondent",22,"(1) Estimated by respondent",26,"(1) Estimated by respondent",20,"(1) Estimated by respondent",10,"(1) Estimated by respondent",10,"(1) Estimated by respondent",68,"(1) Estimated by respondent"
"373",10958778,"201008008062000000000","206008008","LINCOLN COUNTY                                                              ","TWO BRIDGES REGIONAL JAIL                                                                           ",2016,"WISCASSET               ","(20) ME","04578     ","23","23015","(12) 12: regional jails",1.05,1,24,"(1) Respondent",93,"(0) Reported",145,"(0) Reported",0,"(0) Reported",145,"(0) Reported","(0) No","(0) Reported",NA,NA,3,"(1) Estimated by respondent",130,"(0) Reported",15,"(0) Reported",0,"(0) Reported",0,"(0) Reported",145,"(0) Reported",0,"(0) Reported",39,"(0) Reported",106,"(0) Reported",145,"(0) Reported",95,"(1) Estimated by respondent",50,"(1) Estimated by respondent","                                                  ",0,"(0) Reported",145,"(0) Reported",110,"(1) Estimated by respondent",25,"(1) Estimated by respondent",10,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent","                                   ",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",145,"(0) Reported",3,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",1,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",4,"(0) Reported",1,156,"(0) Reported",120,"(1) Estimated by respondent",15,"(1) Estimated by respondent",135,"(0) Reported",210,"(0) Reported",1647,"(0) Reported",426,"(0) Reported",2073,"(0) Reported",1517,"(0) Reported",411,"(0) Reported",1928,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",58,"(0) Reported",47,"(0) Reported",11,"(0) Reported",6,"(0) Reported",4,"(0) Reported",2,"(0) Reported",64,"(0) Reported"
"374",10957115,"201014014061000000000","206014014","WALDO COUNTY                                                                ","WALDO COUNTY SHERIFFS OFFICE                                                                        ",2016,"BELFAST                 ","(20) ME","04915     ","23","23027","(12) 12: regional jails",1,1,26,"(1) Respondent",35,"(1) Estimated by respondent",35,"(1) Estimated by respondent",5,"(1) Estimated by respondent",40,"(1) Estimated by respondent","(0) No","(0) Reported",NA,NA,0,"(0) Reported",35,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",35,"(1) Estimated by respondent",0,"(0) Reported",15,"(1) Estimated by respondent",20,"(1) Estimated by respondent",35,"(1) Estimated by respondent",18,"(1) Estimated by respondent",17,"(1) Estimated by respondent","                                                  ",0,"(1) Estimated by respondent",35,"(1) Estimated by respondent",33,"(1) Estimated by respondent",2,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent","                                   ",0,"(1) Estimated by respondent",0,"(0) Reported",35,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent","                                 ",0,"(1) Estimated by respondent",15,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",5,"(1) Estimated by respondent",0,"(1) Estimated by respondent",20,"(1) Estimated by respondent",28,36,"(1) Estimated by respondent",35,"(1) Estimated by respondent",0,"(1) Estimated by respondent",35,"(1) Estimated by respondent",36,"(1) Estimated by respondent",750,"(1) Estimated by respondent",250,"(1) Estimated by respondent",1000,"(1) Estimated by respondent",750,"(1) Estimated by respondent",250,"(1) Estimated by respondent",1000,"(1) Estimated by respondent",1,"(1) Estimated by respondent",1,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",1,"(1) Estimated by respondent",1,"(1) Estimated by respondent",1,"(1) Estimated by respondent","                                                ",0,"(1) Estimated by respondent",5,"(1) Estimated by respondent",14,"(1) Estimated by respondent",12,"(1) Estimated by respondent",2,"(1) Estimated by respondent",5,"(0) Reported",3,"(1) Estimated by respondent",2,"(1) Estimated by respondent",19,"(0) Reported"
"375",10951221,"211002002060000017100","211002002","ANNE ARUNDEL COUNTY                                                         ","ANNE ARUNDEL COUNTY DEPARTMENT OF DETENTION FACILITIES                                              ",2016,"ANNAPOLIS               ","(21) MD","21401     ","24","24003","(01) 1: certainty jails: large jails and california jails",1.05357143,1,8,"(1) Respondent",756,"(0) Reported",661,"(0) Reported",616,"(0) Reported",1277,"(0) Reported","(1) Yes","(0) Reported",33,"(0) Reported",0,"(0) Reported",577,"(0) Reported",80,"(0) Reported",4,"(0) Reported",0,"(0) Reported",661,"(0) Reported",2,"(0) Reported",270,"(0) Reported",391,"(0) Reported",661,"(0) Reported",549,"(3) Item imputed",112,"(3) Item imputed","                                                  ",0,"(3) Item imputed",661,"(0) Reported",349,"(0) Reported",291,"(0) Reported",17,"(0) Reported",1,"(0) Reported",3,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",0,"(0) Reported",661,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",4,"(0) Reported",0,"(0) Reported",4,"(0) Reported",4,752,"(0) Reported",647,"(0) Reported",84,"(0) Reported",731,"(0) Reported",1175,"(0) Reported",4829,"(0) Reported",1177,"(0) Reported",6006,"(0) Reported",4892,"(0) Reported",1169,"(0) Reported",6061,"(0) Reported",0,"(0) Reported",39,"(0) Reported",177,"(0) Reported",0,"(0) Reported",400,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",616,"(0) Reported",253,"(0) Reported",190,"(0) Reported",63,"(0) Reported",99,"(0) Reported",30,"(0) Reported",69,"(0) Reported",352,"(0) Reported"
"376",10951222,"211003003060000008500","211003003","BALTIMORE COUNTY                                                            ","BALTIMORE COUNTY DEPARTMENT OF CORRECTIONS                                                          ",2016,"TOWSON                  ","(21) MD","21204     ","24","24005","(01) 1: certainty jails: large jails and california jails",1.0546875,1,7,"(1) Respondent",1267,"(0) Reported",1128,"(0) Reported",1246,"(0) Reported",2374,"(0) Reported","(1) Yes","(0) Reported",17,"(0) Reported",60,"(0) Reported",966,"(0) Reported",142,"(0) Reported",19,"(0) Reported",1,"(0) Reported",1128,"(0) Reported",20,"(0) Reported",491,"(0) Reported",637,"(0) Reported",1128,"(0) Reported",898,"(0) Reported",220,"(0) Reported","CIVIL                                             ",10,"(0) Reported",1128,"(0) Reported",441,"(0) Reported",649,"(0) Reported",21,"(0) Reported",2,"(0) Reported",7,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",8,"(0) Reported",1128,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",11,"(0) Reported",4,"(0) Reported",0,"(0) Reported",4,"(0) Reported",0,"(0) Reported",19,"(0) Reported",11,1197,"(0) Reported",1051,"(0) Reported",153,"(0) Reported",1204,"(0) Reported",1513,"(0) Reported",9605,"(0) Reported",2316,"(0) Reported",11921,"(0) Reported",9365,"(0) Reported",2317,"(0) Reported",11682,"(0) Reported",18,"(0) Reported",0,"(0) Reported",557,"(0) Reported",0,"(0) Reported",47,"(0) Reported",0,"(0) Reported",0,"(0) Reported","TASC (Treatment Alternatives to Street Crime)   ",624,"(0) Reported",1246,"(0) Reported",364,"(0) Reported",178,"(0) Reported",186,"(0) Reported",106,"(0) Reported",50,"(0) Reported",56,"(0) Reported",470,"(0) Reported"
